SIMPLE_OR_COMPLEX|APPLICATION_SUITE|APPLICATION|SOURCE_VALUE|Input Value 2|Input Value 3|Input Value 4|INPUT_CODE_5      |INPUT_CODE_6      |CATEGORY_CODE|TARGET_VALUE|OUTPUT_CODE_1_DESC|OUTPUT_CODE_2     |OUTPUT_CODE_2_DESC|OUTPUT_CODE_3     |OUTPUT_CODE_3_DESC|OUTPUT_CODE_4     |OUTPUT_CODE_4_DESC|OUTPUT_CODE_5     |OUTPUT_CODE_5_DESC|OUTPUT_CODE_6     |OUTPUT_CODE_6_DESC
S|FIN|ALL|MT2730||||||LEGAL_ENTITY|MT2730|||||||||||
S|FIN|ALL|MT3200||||||LEGAL_ENTITY|MT3200|||||||||||
S|FIN|ALL|MT6070||||||LEGAL_ENTITY|MT6070|||||||||||
S|FIN|ALL|MU6870||||||LEGAL_ENTITY|MU6870|||||||||||
S|FIN|ALL|MU6900||||||LEGAL_ENTITY|MU6900|||||||||||
S|FIN|ALL|NL2420||||||LEGAL_ENTITY|NL2420|||||||||||
S|FIN|ALL|NL2620||||||LEGAL_ENTITY|NL2620|||||||||||
S|FIN|ALL|NL4320||||||LEGAL_ENTITY|NL4320|||||||||||
S|FIN|ALL|NL6000||||||LEGAL_ENTITY|NL6000|||||||||||
S|FIN|ALL|NL6220||||||LEGAL_ENTITY|NL6220|||||||||||
S|FIN|ALL|NL6230||||||LEGAL_ENTITY|NL6230|||||||||||
S|FIN|ALL|NZ6920||||||LEGAL_ENTITY|NZ6920|||||||||||
S|FIN|ALL|SE6370||||||LEGAL_ENTITY|SE6370|||||||||||
S|FIN|ALL|SG2750||||||LEGAL_ENTITY|SG2750|||||||||||
S|FIN|ALL|SG6750||||||LEGAL_ENTITY|SG6750|||||||||||
S|FIN|ALL|SG6770||||||LEGAL_ENTITY|SG6770|||||||||||
S|FIN|ALL|SX7350||||||LEGAL_ENTITY|SX7350|||||||||||
S|FIN|ALL|US1530||||||LEGAL_ENTITY|US1530|||||||||||
S|FIN|ALL|US2190||||||LEGAL_ENTITY|US2190|||||||||||
S|FIN|ALL|US2230||||||LEGAL_ENTITY|US2230|||||||||||
S|FIN|ALL|US2450||||||LEGAL_ENTITY|US2450|||||||||||
S|FIN|ALL|US2850||||||LEGAL_ENTITY|US2850|||||||||||
S|FIN|ALL|US2870||||||LEGAL_ENTITY|US2870|||||||||||
S|FIN|ALL|US6990||||||LEGAL_ENTITY|US6990|||||||||||
S|FIN|ALL|US7900||||||LEGAL_ENTITY|US7900|||||||||||
S|FIN|ALL|VG7620||||||LEGAL_ENTITY|VG7620|||||||||||
S|FIN|ALL|AExeo Technology Ltd.||||||LEGAL_ENTITY_NAME|AExeo Technology Ltd.|||||||||||
S|FIN|ALL|Amathea Funding Public Limited Company||||||LEGAL_ENTITY_NAME|Amathea Funding Public Limited Company|||||||||||
S|FIN|ALL|Aruba International Trust Company N.V.||||||LEGAL_ENTITY_NAME|Aruba International Trust Company N.V.|||||||||||
S|FIN|ALL|B&C Technology Ltd.||||||LEGAL_ENTITY_NAME|B&C Technology Ltd.|||||||||||
S|FIN|ALL|CI Trustees Ltd.||||||LEGAL_ENTITY_NAME|CI Trustees Ltd.|||||||||||
S|FIN|ALL|Citco (Australia) Pty. Ltd.||||||LEGAL_ENTITY_NAME|Citco (Australia) Pty. Ltd.|||||||||||
S|FIN|ALL|Citco (Bahamas) Limited – Funds||||||LEGAL_ENTITY_NAME|Citco (Bahamas) Limited – Funds|||||||||||
S|FIN|ALL|Citco (Bahamas) Limited – Governance||||||LEGAL_ENTITY_NAME|Citco (Bahamas) Limited – Governance|||||||||||
S|FIN|ALL|Citco (Bermuda) Limited||||||LEGAL_ENTITY_NAME|Citco (Bermuda) Limited|||||||||||
S|FIN|ALL|Citco (Cyprus) Limited||||||LEGAL_ENTITY_NAME|Citco (Cyprus) Limited|||||||||||
S|FIN|ALL|Citco (Denmark) ApS||||||LEGAL_ENTITY_NAME|Citco (Denmark) ApS|||||||||||
S|FIN|ALL|Citco (Malta) Limited||||||LEGAL_ENTITY_NAME|Citco (Malta) Limited|||||||||||
S|FIN|ALL|Citco (Mauritius) Limited||||||LEGAL_ENTITY_NAME|Citco (Mauritius) Limited|||||||||||
S|FIN|ALL|Citco (Sweden) AB||||||LEGAL_ENTITY_NAME|Citco (Sweden) AB|||||||||||
S|FIN|ALL|Citco B.V.I. Limited||||||LEGAL_ENTITY_NAME|Citco B.V.I. Limited|||||||||||
S|FIN|ALL|Citco Bank Canada||||||LEGAL_ENTITY_NAME|Citco Bank Canada|||||||||||
S|FIN|ALL|Citco Bank Canada - Custody||||||LEGAL_ENTITY_NAME|Citco Bank Canada - Custody|||||||||||
S|FIN|ALL|Citco Bank Nederland N.V.||||||LEGAL_ENTITY_NAME|Citco Bank Nederland N.V.|||||||||||
S|FIN|ALL|Citco Bank Nederland N.V. Dublin Branch||||||LEGAL_ENTITY_NAME|Citco Bank Nederland N.V. Dublin Branch|||||||||||
S|FIN|ALL|Citco Bank Nederland N.V. Dublin Branch - Depository||||||LEGAL_ENTITY_NAME|Citco Bank Nederland N.V. Dublin Branch - Depository|||||||||||
S|FIN|ALL|Citco Bank Nederland N.V. Luxembourg Branch||||||LEGAL_ENTITY_NAME|Citco Bank Nederland N.V. Luxembourg Branch|||||||||||
S|FIN|ALL|Citco Bank Nederland N.V. Luxembourg Branch - Depositary||||||LEGAL_ENTITY_NAME|Citco Bank Nederland N.V. Luxembourg Branch - Depositary|||||||||||
S|FIN|ALL|Citco Bank and Trust Company (Bahamas) Limited - Bank||||||LEGAL_ENTITY_NAME|Citco Bank and Trust Company (Bahamas) Limited - Bank|||||||||||
S|FIN|ALL|Citco Bank and Trust Company Limited||||||LEGAL_ENTITY_NAME|Citco Bank and Trust Company Limited|||||||||||
S|FIN|ALL|Citco Banking Corporation N.V.||||||LEGAL_ENTITY_NAME|Citco Banking Corporation N.V.|||||||||||
S|FIN|ALL|Citco Belgium NV||||||LEGAL_ENTITY_NAME|Citco Belgium NV|||||||||||
S|FIN|ALL|Citco Bewaarder B.V.||||||LEGAL_ENTITY_NAME|Citco Bewaarder B.V.|||||||||||
S|FIN|ALL|Citco C&T (Luxembourg) S.A.||||||LEGAL_ENTITY_NAME|Citco C&T (Luxembourg) S.A.|||||||||||
S|FIN|ALL|Citco C&T Holdings (Luxembourg) S.à r.l.||||||LEGAL_ENTITY_NAME|Citco C&T Holdings (Luxembourg) S.à r.l.|||||||||||
S|FIN|ALL|Citco Capital Solutions Inc.||||||LEGAL_ENTITY_NAME|Citco Capital Solutions Inc.|||||||||||
S|FIN|ALL|Citco Corporate Management (Barbados) Limited||||||LEGAL_ENTITY_NAME|Citco Corporate Management (Barbados) Limited|||||||||||
S|FIN|ALL|Citco Corporate Management (Madrid) S.L.||||||LEGAL_ENTITY_NAME|Citco Corporate Management (Madrid) S.L.|||||||||||
S|FIN|ALL|Citco Corporate Services (Ireland) Limited||||||LEGAL_ENTITY_NAME|Citco Corporate Services (Ireland) Limited|||||||||||
S|FIN|ALL|Citco Custody (UK) Limited||||||LEGAL_ENTITY_NAME|Citco Custody (UK) Limited|||||||||||
S|FIN|ALL|Citco Custody Limited||||||LEGAL_ENTITY_NAME|Citco Custody Limited|||||||||||
S|FIN|ALL|Citco Deutschland GmbH||||||LEGAL_ENTITY_NAME|Citco Deutschland GmbH|||||||||||
S|FIN|ALL|Citco France SARL||||||LEGAL_ENTITY_NAME|Citco France SARL|||||||||||
S|FIN|ALL|Citco Fund Administration (Cayman Islands) Limited||||||LEGAL_ENTITY_NAME|Citco Fund Administration (Cayman Islands) Limited|||||||||||
S|FIN|ALL|Citco Fund Distribution Services (Switzerland) SA||||||LEGAL_ENTITY_NAME|Citco Fund Distribution Services (Switzerland) SA|||||||||||
S|FIN|ALL|Citco Fund Services (Australia) Pty. Ltd.||||||LEGAL_ENTITY_NAME|Citco Fund Services (Australia) Pty. Ltd.|||||||||||
S|FIN|ALL|Citco Fund Services (Bermuda) Limited||||||LEGAL_ENTITY_NAME|Citco Fund Services (Bermuda) Limited|||||||||||
S|FIN|ALL|Citco Fund Services (Cayman Islands) Limited||||||LEGAL_ENTITY_NAME|Citco Fund Services (Cayman Islands) Limited|||||||||||
S|FIN|ALL|Citco Fund Services (Curaçao) B.V.||||||LEGAL_ENTITY_NAME|Citco Fund Services (Curaçao) B.V.|||||||||||
S|FIN|ALL|Citco Fund Services (Europe) B.V.||||||LEGAL_ENTITY_NAME|Citco Fund Services (Europe) B.V.|||||||||||
S|FIN|ALL|Citco Fund Services (Guernsey) Limited||||||LEGAL_ENTITY_NAME|Citco Fund Services (Guernsey) Limited|||||||||||
S|FIN|ALL|Citco Fund Services (Holdings) Limited||||||LEGAL_ENTITY_NAME|Citco Fund Services (Holdings) Limited|||||||||||
S|FIN|ALL|Citco Fund Services (Ireland) Limited||||||LEGAL_ENTITY_NAME|Citco Fund Services (Ireland) Limited|||||||||||
S|FIN|ALL|Citco Fund Services (Jersey) Limited||||||LEGAL_ENTITY_NAME|Citco Fund Services (Jersey) Limited|||||||||||
S|FIN|ALL|Citco Fund Services (Luxembourg) S.A.||||||LEGAL_ENTITY_NAME|Citco Fund Services (Luxembourg) S.A.|||||||||||
S|FIN|ALL|Citco Fund Services (Malta) Limited||||||LEGAL_ENTITY_NAME|Citco Fund Services (Malta) Limited|||||||||||
S|FIN|ALL|Citco Fund Services (Malvern) Inc.||||||LEGAL_ENTITY_NAME|Citco Fund Services (Malvern) Inc.|||||||||||
S|FIN|ALL|Citco Fund Services (San Francisco), Inc.||||||LEGAL_ENTITY_NAME|Citco Fund Services (San Francisco), Inc.|||||||||||
S|FIN|ALL|Citco Fund Services (Singapore) Pte. Ltd.||||||LEGAL_ENTITY_NAME|Citco Fund Services (Singapore) Pte. Ltd.|||||||||||
S|FIN|ALL|Citco Fund Services (USA) Inc.||||||LEGAL_ENTITY_NAME|Citco Fund Services (USA) Inc.|||||||||||
S|FIN|ALL|Citco Fund Services Lithuania, UAB||||||LEGAL_ENTITY_NAME|Citco Fund Services Lithuania, UAB|||||||||||
S|FIN|ALL|Citco Gateway New York LLC||||||LEGAL_ENTITY_NAME|Citco Gateway New York LLC|||||||||||
S|FIN|ALL|Citco Gateway Pte. Ltd.||||||LEGAL_ENTITY_NAME|Citco Gateway Pte. Ltd.|||||||||||
S|FIN|ALL|Citco Governance Services (Netherlands) B.V.||||||LEGAL_ENTITY_NAME|Citco Governance Services (Netherlands) B.V.|||||||||||
S|FIN|ALL|Citco Governance Services Lithuania, UAB||||||LEGAL_ENTITY_NAME|Citco Governance Services Lithuania, UAB|||||||||||
S|FIN|ALL|Citco Hong Kong Limited||||||LEGAL_ENTITY_NAME|Citco Hong Kong Limited|||||||||||
S|FIN|ALL|Citco India Services Private Limited||||||LEGAL_ENTITY_NAME|Citco India Services Private Limited|||||||||||
S|FIN|ALL|Citco Jersey Limited||||||LEGAL_ENTITY_NAME|Citco Jersey Limited|||||||||||
S|FIN|ALL|Citco London Limited||||||LEGAL_ENTITY_NAME|Citco London Limited|||||||||||
S|FIN|ALL|Citco Management Services Trust||||||LEGAL_ENTITY_NAME|Citco Management Services Trust|||||||||||
S|FIN|ALL|Citco Mercator, UAB||||||LEGAL_ENTITY_NAME|Citco Mercator, UAB|||||||||||
S|FIN|ALL|Citco Nederland B.V.||||||LEGAL_ENTITY_NAME|Citco Nederland B.V.|||||||||||
S|FIN|ALL|Citco REIF Services (Canada) Ltd.||||||LEGAL_ENTITY_NAME|Citco REIF Services (Canada) Ltd.|||||||||||
S|FIN|ALL|Citco REIF Services (Luxembourg) S.A.||||||LEGAL_ENTITY_NAME|Citco REIF Services (Luxembourg) S.A.|||||||||||
S|FIN|ALL|Citco REIF Services UK Limited||||||LEGAL_ENTITY_NAME|Citco REIF Services UK Limited|||||||||||
S|FIN|ALL|Citco Singapore Pte. Ltd.||||||LEGAL_ENTITY_NAME|Citco Singapore Pte. Ltd.|||||||||||
S|FIN|ALL|Citco St. Maarten N.V.||||||LEGAL_ENTITY_NAME|Citco St. Maarten N.V.|||||||||||
S|FIN|ALL|Citco Technology Management, Inc.||||||LEGAL_ENTITY_NAME|Citco Technology Management, Inc.|||||||||||
S|FIN|ALL|Citco Transparency Platform Limited||||||LEGAL_ENTITY_NAME|Citco Transparency Platform Limited|||||||||||
S|FIN|ALL|Citco Trustees (Cayman) Limited||||||LEGAL_ENTITY_NAME|Citco Trustees (Cayman) Limited|||||||||||
S|FIN|ALL|Citco Trustees (Mauritius) Limited||||||LEGAL_ENTITY_NAME|Citco Trustees (Mauritius) Limited|||||||||||
S|FIN|ALL|Citco Trustees (New Zealand) Limited||||||LEGAL_ENTITY_NAME|Citco Trustees (New Zealand) Limited|||||||||||
S|FIN|ALL|Curaçao International Trust Company B.V.||||||LEGAL_ENTITY_NAME|Curaçao International Trust Company B.V.|||||||||||
S|FIN|ALL|DMO Corporate Services Limited||||||LEGAL_ENTITY_NAME|DMO Corporate Services Limited|||||||||||
S|FIN|ALL|Demeter (Holdings) Ltd.||||||LEGAL_ENTITY_NAME|Demeter (Holdings) Ltd.|||||||||||
S|FIN|ALL|Emphasis Software Development, LLC||||||LEGAL_ENTITY_NAME|Emphasis Software Development, LLC|||||||||||
S|FIN|ALL|Execman Management Services N.V.||||||LEGAL_ENTITY_NAME|Execman Management Services N.V.|||||||||||
S|FIN|ALL|Executrust Corporation N.V.||||||LEGAL_ENTITY_NAME|Executrust Corporation N.V.|||||||||||
S|FIN|ALL|Gateway Amsterdam B.V.||||||LEGAL_ENTITY_NAME|Gateway Amsterdam B.V.|||||||||||
S|FIN|ALL|Gateway Luxembourg S.A.||||||LEGAL_ENTITY_NAME|Gateway Luxembourg S.A.|||||||||||
S|FIN|ALL|The Citco Group Limited||||||LEGAL_ENTITY_NAME|The Citco Group Limited|||||||||||
S|FIN|AP|Citco (Denmark) ApS||||||LEGAL_ENTITY_NAME|Citco (Denmark) ApS|||||||||||
S|FIN|AP|Citco Fund Services (San Francisco), Inc.||||||LEGAL_ENTITY_NAME|Citco Fund Services (San Francisco), Inc.|||||||||||
S|FIN|ALL|CHECK||||||PAYMENT_METHOD|CHECK|||||||||||
S|FIN|ALL|EFT||||||PAYMENT_METHOD|EFT|||||||||||
S|FIN|ALL|WIRE||||||PAYMENT_METHOD|WIRE|||||||||||
S|FIN|AP|EFT||||||DEFAULT_PAYMENT_METHOD_CODE|EFT|||||||||||
S|FIN|AP|CHECK||||||DEFAULT_PAYMENT_METHOD_CODE|CHECK|||||||||||
S|FIN|AP|WIRE||||||DEFAULT_PAYMENT_METHOD_CODE|WIRE|||||||||||
S|FIN|AP|EFT||||||PAYMENT_METHOD_CODE|EFT|||||||||||
S|FIN|AP|WIRE||||||PAYMENT_METHOD_CODE|WIRE|||||||||||
S|FIN|ALL|CBN DKK *8847||||||PAY_GROUP|CBN DKK *8847|||||||||||
S|FIN|ALL|CBN EUR *6114||||||PAY_GROUP|CBN EUR *6114|||||||||||
S|FIN|ALL|DIRECT DEBIT||||||PAY_GROUP|DIRECT DEBIT|||||||||||
S|FIN|ALL|INTERCOMPANY||||||PAY_GROUP|INTERCOMPANY|||||||||||
S|FIN|ALL|NORDEA DKK *8442||||||PAY_GROUP|NORDEA DKK *8442|||||||||||
S|FIN|ALL|NORDEA EUR *3605||||||PAY_GROUP|NORDEA EUR *3605|||||||||||
S|FIN|ALL|SUPPLIER||||||PAY_GROUP|SUPPLIER|||||||||||
S|FIN|ALL|WELLS USD *3632||||||PAY_GROUP|WELLS USD *3632|||||||||||
S|FIN|ALL|WELLS USD *7883||||||PAY_GROUP|WELLS USD *7883|||||||||||
S|FIN|ALL|WELLS USD *7909||||||PAY_GROUP|WELLS USD *7909|||||||||||
S|FIN|AP|INTERCOMPANY||||||PAY_GROUP_LOOKUP_CODE|INTERCOMPANY|||||||||||
S|FIN|AP|WELLS USD *3632||||||PAY_GROUP_LOOKUP_CODE|WELLS USD *3632|||||||||||
S|FIN|AP|CBN DKK *8847||||||PAY_GROUP_LOOKUP_CODE|CBN DKK *8847|||||||||||
S|FIN|AP|CBN EUR *6114||||||PAY_GROUP_LOOKUP_CODE|CBN EUR *6114|||||||||||
S|FIN|ALL|DE||||||COUNTRY_CODE|DE|||||||||||
S|FIN|ALL|DK||||||COUNTRY_CODE|DK|||||||||||
S|FIN|ALL|FI||||||COUNTRY_CODE|FI|||||||||||
S|FIN|ALL|GB||||||COUNTRY_CODE|GB|||||||||||
S|FIN|ALL|LU||||||COUNTRY_CODE|LU|||||||||||
S|FIN|ALL|NL||||||COUNTRY_CODE|NL|||||||||||
S|FIN|ALL|SE||||||COUNTRY_CODE|SE|||||||||||
S|FIN|ALL|US||||||COUNTRY_CODE|US|||||||||||
S|FIN|AP|FI||||||TAXATION_COUNTRY|FI|||||||||||
S|FIN|AP|DK||||||TAXATION_COUNTRY|DK|||||||||||
S|FIN|AP|US||||||TAXATION_COUNTRY|US|||||||||||
S|FIN|ALL|DK VAT EXEMPT||||||TAX_CLASSIFICATION_CODE|DK VAT EXEMPT|||||||||||
S|FIN|ALL|DK VAT REVERSED||||||TAX_CLASSIFICATION_CODE|DK VAT REVERSED|||||||||||
S|FIN|ALL|DK VAT STANDARD||||||TAX_CLASSIFICATION_CODE|DK VAT STANDARD|||||||||||
S|FIN|AP|DK VAT STANDARD||||||TAX_CLASSIFICATION_CODE|DK STANDARD|||||||||||
S|FIN|AP|DK VAT EXEMPT||||||TAX_CLASSIFICATION_CODE|EXEMPT|||||||||||
S|FIN|AP|DK VAT REVERSED||||||TAX_CLASSIFICATION_CODE|DK REVERSED|||||||||||
S|FIN|ALL|DK.Copenhagen||||||LOCATION|DK.Copenhagen|||||||||||
S|FIN|ALL|US.Jersey City||||||LOCATION|US.Jersey City|||||||||||
S|FIN|ALL|US.San Francisco||||||LOCATION|US.San Francisco|||||||||||
S|FIN|AP|US.San Francisco||||||BILL_TO_LOCATION|US.San Francisco|||||||||||
S|FIN|AP|DK.Copenhagen||||||BILL_TO_LOCATION|DK.Copenhagen|||||||||||
S|FIN|AP|US.San Francisco||||||SHIP_TO_LOCATION|US.San Francisco|||||||||||
S|FIN|AP|DK.Copenhagen||||||SHIP_TO_LOCATION|DK.Copenhagen|||||||||||
S|FIN|AP|US.San Francisco||||||SHIP_TO_LOCATION_CODE|US.San Francisco|||||||||||
S|FIN|AP|DK.Copenhagen||||||SHIP_TO_LOCATION_CODE|DK.Copenhagen|||||||||||
S|FIN|ALL|AU2250||||||BUSINESS_UNIT|AU2250|||||||||||
S|FIN|ALL|AU5250||||||BUSINESS_UNIT|AU5250|||||||||||
S|FIN|ALL|AW7450||||||BUSINESS_UNIT|AW7450|||||||||||
S|FIN|ALL|BB7720||||||BUSINESS_UNIT|BB7720|||||||||||
S|FIN|ALL|BE5370||||||BUSINESS_UNIT|BE5370|||||||||||
S|FIN|ALL|BM2300||||||BUSINESS_UNIT|BM2300|||||||||||
S|FIN|ALL|BM2430||||||BUSINESS_UNIT|BM2430|||||||||||
S|FIN|ALL|BM7600||||||BUSINESS_UNIT|BM7600|||||||||||
S|FIN|ALL|BS2270||||||BUSINESS_UNIT|BS2270|||||||||||
S|FIN|ALL|BS4400||||||BUSINESS_UNIT|BS4400|||||||||||
S|FIN|ALL|BS7920||||||BUSINESS_UNIT|BS7920|||||||||||
S|FIN|ALL|CA2400||||||BUSINESS_UNIT|CA2400|||||||||||
S|FIN|ALL|CA4420||||||BUSINESS_UNIT|CA4420|||||||||||
S|FIN|ALL|CA4421||||||BUSINESS_UNIT|CA4421|||||||||||
S|FIN|ALL|CH3070||||||BUSINESS_UNIT|CH3070|||||||||||
S|FIN|ALL|CW2070||||||BUSINESS_UNIT|CW2070|||||||||||
S|FIN|ALL|CW4270||||||BUSINESS_UNIT|CW4270|||||||||||
S|FIN|ALL|CW7050||||||BUSINESS_UNIT|CW7050|||||||||||
S|FIN|ALL|CW7120||||||BUSINESS_UNIT|CW7120|||||||||||
S|FIN|ALL|CW7150||||||BUSINESS_UNIT|CW7150|||||||||||
S|FIN|ALL|CY5700||||||BUSINESS_UNIT|CY5700|||||||||||
S|FIN|ALL|DE5770||||||BUSINESS_UNIT|DE5770|||||||||||
S|FIN|ALL|DK5350||||||BUSINESS_UNIT|DK5350|||||||||||
S|FIN|ALL|ES5470||||||BUSINESS_UNIT|ES5470|||||||||||
S|FIN|ALL|FR5850||||||BUSINESS_UNIT|FR5850|||||||||||
S|FIN|ALL|GB3160||||||BUSINESS_UNIT|GB3160|||||||||||
S|FIN|ALL|GB6520||||||BUSINESS_UNIT|GB6520|||||||||||
S|FIN|ALL|GB6600||||||BUSINESS_UNIT|GB6600|||||||||||
S|FIN|ALL|GG2520||||||BUSINESS_UNIT|GG2520|||||||||||
S|FIN|ALL|HK6800||||||BUSINESS_UNIT|HK6800|||||||||||
S|FIN|ALL|HK6850||||||BUSINESS_UNIT|HK6850|||||||||||
S|FIN|ALL|IE2690||||||BUSINESS_UNIT|IE2690|||||||||||
S|FIN|ALL|IE4050||||||BUSINESS_UNIT|IE4050|||||||||||
S|FIN|ALL|IE4350||||||BUSINESS_UNIT|IE4350|||||||||||
S|FIN|ALL|IE4351||||||BUSINESS_UNIT|IE4351|||||||||||
S|FIN|ALL|IE5500||||||BUSINESS_UNIT|IE5500|||||||||||
S|FIN|ALL|IN6650||||||BUSINESS_UNIT|IN6650|||||||||||
S|FIN|ALL|JE2550||||||BUSINESS_UNIT|JE2550|||||||||||
S|FIN|ALL|JE6500||||||BUSINESS_UNIT|JE6500|||||||||||
S|FIN|ALL|KY1070||||||BUSINESS_UNIT|KY1070|||||||||||
S|FIN|ALL|KY2050||||||BUSINESS_UNIT|KY2050|||||||||||
S|FIN|ALL|KY2370||||||BUSINESS_UNIT|KY2370|||||||||||
S|FIN|ALL|KY2640||||||BUSINESS_UNIT|KY2640|||||||||||
S|FIN|ALL|KY2950||||||BUSINESS_UNIT|KY2950|||||||||||
S|FIN|ALL|KY4100||||||BUSINESS_UNIT|KY4100|||||||||||
S|FIN|ALL|KY4450||||||BUSINESS_UNIT|KY4450|||||||||||
S|FIN|ALL|KY4470||||||BUSINESS_UNIT|KY4470|||||||||||
S|FIN|ALL|KY7700||||||BUSINESS_UNIT|KY7700|||||||||||
S|FIN|ALL|KY7970||||||BUSINESS_UNIT|KY7970|||||||||||
S|FIN|ALL|LT2540||||||BUSINESS_UNIT|LT2540|||||||||||
S|FIN|ALL|LT5380||||||BUSINESS_UNIT|LT5380|||||||||||
S|FIN|ALL|LT5400||||||BUSINESS_UNIT|LT5400|||||||||||
S|FIN|ALL|LU2600||||||BUSINESS_UNIT|LU2600|||||||||||
S|FIN|ALL|LU4370||||||BUSINESS_UNIT|LU4370|||||||||||
S|FIN|ALL|LU4371||||||BUSINESS_UNIT|LU4371|||||||||||
S|FIN|ALL|LU5200||||||BUSINESS_UNIT|LU5200|||||||||||
S|FIN|ALL|LU5570||||||BUSINESS_UNIT|LU5570|||||||||||
S|FIN|ALL|LU5950||||||BUSINESS_UNIT|LU5950|||||||||||
S|FIN|ALL|LU6350||||||BUSINESS_UNIT|LU6350|||||||||||
S|FIN|ALL|MT2730||||||BUSINESS_UNIT|MT2730|||||||||||
S|FIN|ALL|MT3200||||||BUSINESS_UNIT|MT3200|||||||||||
S|FIN|ALL|MT6070||||||BUSINESS_UNIT|MT6070|||||||||||
S|FIN|ALL|MU6870||||||BUSINESS_UNIT|MU6870|||||||||||
S|FIN|ALL|MU6900||||||BUSINESS_UNIT|MU6900|||||||||||
S|FIN|ALL|NL2420||||||BUSINESS_UNIT|NL2420|||||||||||
S|FIN|ALL|NL2620||||||BUSINESS_UNIT|NL2620|||||||||||
S|FIN|ALL|NL4320||||||BUSINESS_UNIT|NL4320|||||||||||
S|FIN|ALL|NL6000||||||BUSINESS_UNIT|NL6000|||||||||||
S|FIN|ALL|NL6220||||||BUSINESS_UNIT|NL6220|||||||||||
S|FIN|ALL|NL6230||||||BUSINESS_UNIT|NL6230|||||||||||
S|FIN|ALL|NZ6920||||||BUSINESS_UNIT|NZ6920|||||||||||
S|FIN|ALL|SE6370||||||BUSINESS_UNIT|SE6370|||||||||||
S|FIN|ALL|SG2750||||||BUSINESS_UNIT|SG2750|||||||||||
S|FIN|ALL|SG6750||||||BUSINESS_UNIT|SG6750|||||||||||
S|FIN|ALL|SG6770||||||BUSINESS_UNIT|SG6770|||||||||||
S|FIN|ALL|SX7350||||||BUSINESS_UNIT|SX7350|||||||||||
S|FIN|ALL|US1530||||||BUSINESS_UNIT|US1530|||||||||||
S|FIN|ALL|US2190||||||BUSINESS_UNIT|US2190|||||||||||
S|FIN|ALL|US2230||||||BUSINESS_UNIT|US2230|||||||||||
S|FIN|ALL|US2450||||||BUSINESS_UNIT|US2450|||||||||||
S|FIN|ALL|US2850||||||BUSINESS_UNIT|US2850|||||||||||
S|FIN|ALL|US2870||||||BUSINESS_UNIT|US2870|||||||||||
S|FIN|ALL|US6990||||||BUSINESS_UNIT|US6990|||||||||||
S|FIN|ALL|US7900||||||BUSINESS_UNIT|US7900|||||||||||
S|FIN|ALL|VG7620||||||BUSINESS_UNIT|VG7620|||||||||||
S|FIN|AP|US2230||||||PROCUREMENT_BU|US2230|||||||||||
S|FIN|AP|DK5350||||||PROCUREMENT_BU|DK5350|||||||||||
S|FIN|AP|US2230||||||CLIENT_BU|US2230|||||||||||
S|FIN|AP|DK5350||||||CLIENT_BU|DK5350|||||||||||
S|FIN|AP|US2230||||||BILL_TO_BU|US2230|||||||||||
S|FIN|AP|DK5350||||||BILL_TO_BU|DK5350|||||||||||
S|FIN|AP|10 NET||||||PAYMENT_TERMS|10 NET|||||||||||
S|FIN|AP|15 NET||||||PAYMENT_TERMS|15 NET|||||||||||
S|FIN|AP|30 NET||||||PAYMENT_TERMS|30 NET|||||||||||
S|FIN|AP|IMMEDIATE||||||PAYMENT_TERMS|IMMEDIATE|||||||||||
S|FIN|AP|30 NET||||||TERMS_NAME|30 NET|||||||||||
S|FIN|AP|IMMEDIATE||||||TERMS_NAME|IMMEDIATE|||||||||||
S|FIN|AP|10 NET||||||TERMS_NAME|10 NET|||||||||||
S|FIN|AP|CREDIT||||||INVOICE_TYPE_LOOKUP_CODE|CREDIT|||||||||||
S|FIN|AP|STANDARD||||||INVOICE_TYPE_LOOKUP_CODE|STANDARD|||||||||||
S|FIN|AP|CRM INV||||||DOC_CATEGORY_CODE|CRM INV|||||||||||
S|FIN|AP|STD INV||||||DOC_CATEGORY_CODE|STD INV|||||||||||
S|FIN|AP|PURCHASE_TRANSACTION||||||TRX_BUSINESS_CATEGORY|PURCHASE_TRANSACTION|||||||||||
S|FIN|AP|INTERCOMPANY||||||SUPPLIER_TYPE|INTERCOMPANY|||||||||||
S|FIN|AP|VENDOR||||||SUPPLIER_TYPE|VENDOR|||||||||||
S|FIN|ALL|MISC1||||||FEDERAL_INCOME_TAX_TYPE|MISC1|||||||||||
S|FIN|ALL|MISC3||||||FEDERAL_INCOME_TAX_TYPE|MISC3|||||||||||
S|FIN|ALL|MISC7||||||FEDERAL_INCOME_TAX_TYPE|MISC7|||||||||||
S|FIN|AP|Bloomberg LP||||||TAX_REPORTING_NAME|Bloomberg LP|||||||||||
S|FIN|AP|Camaro Parent, LLC||||||TAX_REPORTING_NAME|Camaro Parent, LLC|||||||||||
S|FIN|AP|Corporation Service Company||||||TAX_REPORTING_NAME|Corporation Service Company|||||||||||
S|FIN|AP|D3 Synergy Graphics, LLC||||||TAX_REPORTING_NAME|D3 Synergy Graphics, LLC|||||||||||
S|FIN|AP|Fragomen, Del Rey, Bernsen & Loewy, LLP||||||TAX_REPORTING_NAME|Fragomen, Del Rey, Bernsen & Loewy, LLP|||||||||||
